run_date,org,item_code,week_number,start_week_date,recommended_total_qty
2025-04-16 11:12:02,P01,39601000,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,4000050101,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,4000050101,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,4000050101,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,4000050101,271,2025-03-01,0.2203081101179123
2025-04-16 11:12:02,P01,40002101,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,40002101,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,40002101,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,40002101,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,41000062,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,41000062,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,41000062,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,41000062,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,60901021,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,60901021,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,60901021,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,60901021,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,60980239,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,60980239,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,60980239,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,60980239,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,60980240,268,2025-02-08,2.3690500259399414
2025-04-16 11:12:02,P01,60980240,269,2025-02-15,2.8424527645111084
2025-04-16 11:12:02,P01,60980240,270,2025-02-22,0.7646152377128601
2025-04-16 11:12:02,P01,60980240,271,2025-03-01,1.5881671905517578
2025-04-16 11:12:02,P01,60984640,268,2025-02-08,0.7731586694717407
2025-04-16 11:12:02,P01,60984640,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,60984640,270,2025-02-22,1.750580072402954
2025-04-16 11:12:02,P01,60984640,271,2025-03-01,1.247934341430664
2025-04-16 11:12:02,P01,60984978,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,60984978,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,60984978,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,60984978,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,60984979,268,2025-02-08,0.5712357759475708
2025-04-16 11:12:02,P01,60984979,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,60984979,270,2025-02-22,0.8392168283462524
2025-04-16 11:12:02,P01,60984979,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,61884776,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,61884776,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,61884776,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,61884776,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,61890321,268,2025-02-08,0.043336689472198486
2025-04-16 11:12:02,P01,61890321,269,2025-02-15,0.8903423547744751
2025-04-16 11:12:02,P01,61890321,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,61890321,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,61897040,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,61897040,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,61897040,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,61897040,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,61897408,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,61897408,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,61897408,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,61897408,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,61897410,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,61897410,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,61897410,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,61897410,271,2025-03-01,0.26420488953590393
2025-04-16 11:12:02,P01,61897423,268,2025-02-08,3.1723549365997314
2025-04-16 11:12:02,P01,61897423,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,61897423,270,2025-02-22,4.419795036315918
2025-04-16 11:12:02,P01,61897423,271,2025-03-01,3.2487776279449463
2025-04-16 11:12:02,P01,64400297,268,2025-02-08,4.220297813415527
2025-04-16 11:12:02,P01,64400297,269,2025-02-15,7.162110328674316
2025-04-16 11:12:02,P01,64400297,270,2025-02-22,3.757417678833008
2025-04-16 11:12:02,P01,64400297,271,2025-03-01,4.911208152770996
2025-04-16 11:12:02,P01,66106071,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,66106071,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,66106071,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,66106071,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,66106142,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,66106142,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,66106142,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,66106142,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,6810342302,268,2025-02-08,2.6881113052368164
2025-04-16 11:12:02,P01,6810342302,269,2025-02-15,2.6881113052368164
2025-04-16 11:12:02,P01,6810342302,270,2025-02-22,7.25119686126709
2025-04-16 11:12:02,P01,6810342302,271,2025-03-01,8.59753131866455
2025-04-16 11:12:02,P01,69100425,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,69100425,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,69100425,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,69100425,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,69222638,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,69222638,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,69222638,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,69222638,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,69239516,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,69239516,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,69239516,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,69239516,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,71054584,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,71054584,269,2025-02-15,6.719397068023682
2025-04-16 11:12:02,P01,71054584,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,71054584,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,71651078,268,2025-02-08,94.09431457519531
2025-04-16 11:12:02,P01,71651078,269,2025-02-15,146.3040771484375
2025-04-16 11:12:02,P01,71651078,270,2025-02-22,147.92919921875
2025-04-16 11:12:02,P01,71651078,271,2025-03-01,21.929079055786133
2025-04-16 11:12:02,P01,71651342,268,2025-02-08,1.1629327535629272
2025-04-16 11:12:02,P01,71651342,269,2025-02-15,1.1629327535629272
2025-04-16 11:12:02,P01,71651342,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,71651342,271,2025-03-01,0.24256187677383423
2025-04-16 11:12:02,P01,71651563,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,71651563,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,71651563,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,71651563,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,80001350,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,80001350,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,80001350,270,2025-02-22,9.067407608032227
2025-04-16 11:12:02,P01,80001350,271,2025-03-01,1.4008293151855469
2025-04-16 11:12:02,P01,80003969,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,80003969,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,80003969,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,80003969,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,81001470,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,81001470,269,2025-02-15,2.748713493347168
2025-04-16 11:12:02,P01,81001470,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,81001470,271,2025-03-01,4.562067031860352
2025-04-16 11:12:02,P01,81001471,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,81001471,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,81001471,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,81001471,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,82400490,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,82400490,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,82400490,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,82400490,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,A1290602,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,A1290602,269,2025-02-15,0.433774471282959
2025-04-16 11:12:02,P01,A1290602,270,2025-02-22,0.433774471282959
2025-04-16 11:12:02,P01,A1290602,271,2025-03-01,1.5484390258789062
2025-04-16 11:12:02,P01,PA01073744,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,PA01073744,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,PA01073744,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,PA01073744,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4110000,268,2025-02-08,0.6479741334915161
2025-04-16 11:12:02,P01,W4110000,269,2025-02-15,0.6479741334915161
2025-04-16 11:12:02,P01,W4110000,270,2025-02-22,10.08475112915039
2025-04-16 11:12:02,P01,W4110000,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4110505,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4110505,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4110505,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4110505,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4111111,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4111111,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4111111,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4111111,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4111212,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4111212,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4111212,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4111212,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4111313,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4111313,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4111313,270,2025-02-22,0.2697566747665405
2025-04-16 11:12:02,P01,W4111313,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4210808,268,2025-02-08,0.1522437483072281
2025-04-16 11:12:02,P01,W4210808,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4210808,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4210808,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4211212,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4211212,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4211212,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4211212,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4211515,268,2025-02-08,2.3604137897491455
2025-04-16 11:12:02,P01,W4211515,269,2025-02-15,2.4363608360290527
2025-04-16 11:12:02,P01,W4211515,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4211515,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4211616,268,2025-02-08,12.953044891357422
2025-04-16 11:12:02,P01,W4211616,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4211616,270,2025-02-22,0.0
2025-04-16 11:12:02,P01,W4211616,271,2025-03-01,0.0
2025-04-16 11:12:02,P01,W4511515,268,2025-02-08,0.0
2025-04-16 11:12:02,P01,W4511515,269,2025-02-15,0.0
2025-04-16 11:12:02,P01,W4511515,270,2025-02-22,1.5055615901947021
2025-04-16 11:12:02,P01,W4511515,271,2025-03-01,0.0
2025-04-16 11:12:02,P02,00030000,104,2025-02-23,4.1235270500183105
2025-04-16 11:12:02,P02,00030000,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,00030000,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,00030000,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,00330000,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,00330000,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,00330000,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,00330000,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,00330412,104,2025-02-23,17.463651657104492
2025-04-16 11:12:02,P02,00330412,105,2025-03-02,10.476584434509277
2025-04-16 11:12:02,P02,00330412,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,00330412,107,2025-03-16,17.04049301147461
2025-04-16 11:12:02,P02,00330505,104,2025-02-23,40.93827819824219
2025-04-16 11:12:02,P02,00330505,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,00330505,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,00330505,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,0057000003,104,2025-02-23,0.3211742043495178
2025-04-16 11:12:02,P02,0057000003,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,0057000003,106,2025-03-09,15.89730453491211
2025-04-16 11:12:02,P02,0057000003,107,2025-03-16,8.522012710571289
2025-04-16 11:12:02,P02,0077121203,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,0077121203,105,2025-03-02,26.71631622314453
2025-04-16 11:12:02,P02,0077121203,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,0077121203,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010000,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010000,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010000,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010000,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010016,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010016,105,2025-03-02,2.7135586738586426
2025-04-16 11:12:02,P02,01010016,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010016,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010101,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010101,105,2025-03-02,1.5054048299789429
2025-04-16 11:12:02,P02,01010101,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010101,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010104,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010104,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010104,106,2025-03-09,3.7934370040893555
2025-04-16 11:12:02,P02,01010104,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010110,104,2025-02-23,1.3595647811889648
2025-04-16 11:12:02,P02,01010110,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010110,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010110,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010112,104,2025-02-23,0.6682234406471252
2025-04-16 11:12:02,P02,01010112,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010112,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010112,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010116,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010116,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010116,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010116,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010400,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010400,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010400,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010400,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010405,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010405,105,2025-03-02,5.999323844909668
2025-04-16 11:12:02,P02,01010405,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010405,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010407,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010407,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010407,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010407,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010410,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010410,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010410,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010410,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010504,104,2025-02-23,7.526266574859619
2025-04-16 11:12:02,P02,01010504,105,2025-03-02,4.0322794914245605
2025-04-16 11:12:02,P02,01010504,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010504,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010505,104,2025-02-23,2.714843511581421
2025-04-16 11:12:02,P02,01010505,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01010505,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010505,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010705,104,2025-02-23,42.27323913574219
2025-04-16 11:12:02,P02,01010705,105,2025-03-02,3.4071242809295654
2025-04-16 11:12:02,P02,01010705,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01010705,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01010707,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01010707,105,2025-03-02,5.5884294509887695
2025-04-16 11:12:02,P02,01010707,106,2025-03-09,18.096601486206055
2025-04-16 11:12:02,P02,01010707,107,2025-03-16,7.658186912536621
2025-04-16 11:12:02,P02,01011005,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01011005,105,2025-03-02,4.098117828369141
2025-04-16 11:12:02,P02,01011005,106,2025-03-09,17.639698028564453
2025-04-16 11:12:02,P02,01011005,107,2025-03-16,5.325399398803711
2025-04-16 11:12:02,P02,01011007,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01011007,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01011007,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01011007,107,2025-03-16,0.0
2025-04-16 11:12:02,P02,01011010,104,2025-02-23,0.0
2025-04-16 11:12:02,P02,01011010,105,2025-03-02,0.0
2025-04-16 11:12:02,P02,01011010,106,2025-03-09,0.0
2025-04-16 11:12:02,P02,01011010,107,2025-03-16,0.0
